Postcode,ACPR_code,ACPR_name,State,Strategy,"Service Offering
(26.09.2024)",# FGF Members,"# BFHs
(Employee Helpers)
within 30km","BFH 
Welcome Visit","NDIS 
Service Areas",F2F Signups,Local Care Management
2702,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2703,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2705,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2706,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2707,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2710,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2711,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2711,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2712,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2713,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2714,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2715,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2716,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2717,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2720,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2721,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2721,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2722,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2725,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2726,115,Southern Highlands,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2727,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2729,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2730,112,Riverina/Murray,NSW,Do Not Service,RED,0,1,NO,NO,NO,NO
2731,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2732,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2733,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2734,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2734,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2735,112,Riverina/Murray,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2736,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2737,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2738,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2739,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2745,108,Nepean,NSW,Do Not Service,RED,0,1,NO,NO,NO,NO
2745,114,South West Sydney,NSW,Do Not Service,RED,0,1,NO,NO,NO,NO
2747,108,Nepean,NSW,Do Not Service,RED,1,1,NO,NO,NO,NO
2747,116,Western Sydney,NSW,Do Not Service,RED,1,1,NO,NO,NO,NO
2748,108,Nepean,NSW,Do Not Service,RED,0,1,NO,NO,NO,NO
2749,108,Nepean,NSW,Do Not Service,RED,0,1,NO,NO,NO,NO
2750,108,Nepean,NSW,Do Not Service,RED,2,1,NO,NO,NO,NO
2752,114,South West Sydney,NSW,Do Not Service,RED,1,2,NO,NO,NO,NO
2753,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2754,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2755,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2756,108,Nepean,NSW,Do Not Service,RED,1,1,NO,NO,NO,NO
2756,116,Western Sydney,NSW,Do Not Service,RED,1,1,NO,NO,NO,NO
2757,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2758,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2759,108,Nepean,NSW,Do Not Service,RED,0,2,NO,NO,NO,NO
2760,108,Nepean,NSW,Do Not Service,RED,1,2,NO,NO,NO,NO
2760,116,Western Sydney,NSW,Do Not Service,RED,1,2,NO,NO,NO,NO
2761,116,Western Sydney,NSW,COMMUNITY,ORANGE,1,2,YES,NO,YES,NO
2762,116,Western Sydney,NSW,Do Not Service,RED,0,2,NO,NO,NO,NO
2763,116,Western Sydney,NSW,Do Not Service,RED,0,2,NO,NO,NO,NO
2765,108,Nepean,NSW,Do Not Service,RED,0,1,NO,NO,NO,NO
2765,116,Western Sydney,NSW,Do Not Service,RED,0,1,NO,NO,NO,NO
2766,116,Western Sydney,NSW,Do Not Service,RED,0,2,NO,NO,NO,NO
2767,116,Western Sydney,NSW,COMMUNITY,ORANGE,0,2,YES,NO,YES,NO
2768,116,Western Sydney,NSW,COMMUNITY,ORANGE,1,2,YES,NO,YES,NO
2769,116,Western Sydney,NSW,Do Not Service,RED,0,2,NO,NO,NO,NO
2770,116,Western Sydney,NSW,COMMUNITY,ORANGE,5,2,YES,NO,YES,NO
2773,108,Nepean,NSW,Do Not Service,RED,0,1,NO,NO,NO,NO
2774,108,Nepean,NSW,Do Not Service,RED,2,1,NO,NO,NO,NO
2775,101,Central Coast,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2775,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2775,110,Northern Sydney,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2775,116,Western Sydney,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2776,108,Nepean,NSW,Do Not Service,RED,1,0,NO,NO,NO,NO
2777,108,Nepean,NSW,Do Not Service,RED,1,0,NO,NO,NO,NO
2778,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2779,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2780,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2782,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2783,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2784,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2785,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2785,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2786,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2786,108,Nepean,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2787,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2787,115,Southern Highlands,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2790,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2791,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2792,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2793,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2794,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2794,115,Southern Highlands,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2795,102,Central West,NSW,Do Not Service,RED,1,0,NO,NO,NO,NO
2795,111,Orana Far West,NSW,Do Not Service,RED,1,0,NO,NO,NO,NO
2797,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2798,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2799,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2800,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2803,115,Southern Highlands,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2804,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2805,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2806,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2807,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2807,115,Southern Highlands,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2808,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2808,115,Southern Highlands,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2809,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2810,102,Central West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2817,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2818,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2820,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2821,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2822,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2823,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2824,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2825,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2826,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2827,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2828,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2829,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2830,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
2831,111,Orana Far West,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
